MOF Name,Ref Code,Reference
"catena-(bis(μ2-Bromo)-(μ3-(N,N-diethyldithiocarbamato-S,S,S',S'))-bis(μ2-(N,N-diethyldithiocarbamato-S,S,S'))-cobalt(iii)-di-copper(i) acetonitrile solvate)",GIJDEI,10.1021/ic00286a029
"catena-(tris(μ3-N,N-Tetramethyleneldithiocarbamato-S,S,S',S')-tris(μ2-iodo)-cobalt(iii)-tri-copper(i))",GIJDIM,10.1021/ic00286a029
[HNEt3]­[Zn3(μ3-OH)­(μ2-H2O)­(ebdc)3(MeOH)0.67(H2O)0.33]·MeOH·1.33H2O<|>5,BOWJAA,10.1021/cg501535b
mesoMOF-1<|>Cu3(TATAB)2(H2O)3·8DMF·9H2O<|>mesoMOF-1-HX,HEXVEM,10.1021/ja066616r
[Zn2(Htrb)(L1)2]·8H2O<|>Compound 1,YINWOJ,10.1021/cg400680r
[Cu3(Htrb)(L2)2(H2O)2]·8H2O<|>Compound 5,YINXIE,10.1021/cg400680r
{[Zn3(L)2(OH)2]·8(EtOH)·4(DMF)}(n1)<|>complex 1,HIFGIO,10.1021/cg400376g
Cd2(TIPA)2(5-OH-bdc)2·5.5H2O<|>compound 4,UNAZIT,10.1021/cg1011764
[Zn­(L)­(H2O)2]­·nn(formamide)<|>compound 2,YUZQAN,10.1021/acs.cgd.5b00948
Zn­(L)­(H2O)2<|>compound 1,BUSHUU,10.1021/acs.cgd.5b00948
Cd6(X)3(H2O)6·Guest<|>Compound 1,AROFAP,10.1021/cg101222w
Cd2X(H2O)2·Guest<|>Compound 2,AROFET,10.1021/cg101222w
Cd2X(H2O)3·Guest<|>Compound 3,EREGOY,10.1021/cg101222w
[Cd4(pc1)3Cl6]·CdCl4·guest<|>compound 1<|>1,EXEMUR,10.1021/acs.inorgchem.6b01119
{[Zn3(suc)2(bix)4]·2NO3·7H2O}<|>compound 3,DULCAQ,10.1021/cg501879w
{Zn­(glu)­(bix)]·2H2O}<|>compound 4,GINTAA01,10.1021/cg501879w
{Zn­(fim)­(bix)]·2H2O}<|>compound 5,DULCIY,10.1021/cg501879w
Zn2(BBA)2(CuPyen)·G<|>M'MOF-20<|>M'MOF-20a,GAWRED,10.1021/ic2021275
Ag2(L1)<|>complex 2,AWEGUF,10.1021/cg200360e
Ag2(HL3)2<|>complex 5,AWEHIU,10.1021/cg200360e
Ag2(HL2)(H2O)3<|>complex 3,AWEHAM,10.1021/cg200360e
Ag(H2L5)0.5<|>complex 8,AWEJAO,10.1021/cg200360e
Ag2(HL4)(H2O)3<|>complex 6,AWEHOA,10.1021/cg200360e
1-MeCN<|>Ni(NCS)2(4-(Boc-amino)pyridine)2·MeCN,SAWKUZ,10.1021/acs.inorgchem.7b00721
NTHU-12,NEDXOL,10.1021/ja302009h
Cu(cna)2(pyz)<|>compound 1,DUMMAB,10.1021/acs.cgd.5b00453
Cu(cna)2(dpe)<|>compound 3,GUNCEZ,10.1021/acs.cgd.5b00453
[CuL2]·xDMA·yH2O<|>3<|>3a,PAMHIW,10.1021/cg200983y
{[Zn(H2MDP)I2]·H2O}(n6)<|>6,MOXFUB,10.1021/cg800923g
{[Zn(H2MDP)(SO4)]·H2O}(n8)<|>8,MOXGOW,10.1021/cg800923g
Zn(H2MDP)Cl2<|>4,MOXFEL,10.1021/cg800923g
Ag2(DPA),DIDKEJ,10.1021/acs.cgd.8b00447
"Cd2(2,3-pydc)2(bix)3·2H2O<|>Compound 1",SEFSEC,10.1021/cg050458i
"Cd2(μ2-OH2)(2,6-pydc)2(bix)<|>Compound 2",SEFSIG,10.1021/cg050458i
Cd3(SIP)2(bix)4·8H2O<|>Compound 3,SEFSOM,10.1021/cg050458i
[CdL2(ClO4)2]·3EtOH·H2O<|>compound 2<|>2,RAQFUL,10.1021/ic048671b
Cu2(CN)2(3-Hptz)<|>Complex 4,XEMHIJ,10.1021/acs.cgd.7b00967
[Cd3(DBPT)2(H2O)4]·5H2O<|>compound 1,NEMZIR,10.1021/acs.cgd.7b01430
[Co(C14N4H14)1.5(NO3)2(CH2Cl2)2]n<|>compound 4,XIBCIU,10.1021/ic0014336
[Ni(C12N4H10)2(NO3)2(OC4H8)1.66(H2O)0.33]n<|>compound 2,XIBCAM,10.1021/ic0014336
Cu2(SCN)2(4-PyHBIm)<|>complex 4,QUCVEQ,10.1021/cg900079p
Cu2(SCN)2(3-PyHBIm)<|>complex 5,QUCVIU,10.1021/cg900079p
[Zn(p-BDC)(m-bix)]<|>complex 2,GIMGIT,10.1021/cg070274z
Silver−Adenine Metallamacrocyclic Hexamer<|>compound 1,QUBZAP,10.1021/ic900811k
{[Ag(l-acmet)]} n (1)<|>compound 1,DAPJUB,10.1021/ic201950p
{[Ag2(d-met)(l-met)]·6H2O} n (3)<|>compound 3,DAPKAI,10.1021/ic201950p
{[Ag(l-mecys)]} n (4)<|>compound 4,DAPKEM,10.1021/ic201950p
{Zn(pyeb)2(H2O)}<|>compound 1<|>1,UVARIT,10.1021/cg101731j
{Zn(pyeb)2}(n2)<|>compound 2<|>2,UVAROZ,10.1021/cg101731j
{Zn(pyeb)2}(n3)<|>compound 3<|>3,UVARUF,10.1021/cg101731j
{Zn(pyeb)2}(n4)<|>compound 4<|>4,UVASAM,10.1021/cg101731j
La2(H2L)<|>La2[(HO3P)(O3P)CH−C6H4−CH(PO3)(PO3H)]·8H2O,DUGPUR,10.1021/ic802294e
Bu2Sn(2-pic)2<|>compound 2,JEDJOR01,10.1021/om0340140
{[Ni(L1)(NO3)2]}∞<|>2,EDEXOB,10.1021/ic070194k
{[Cd(L2)(H2O)(NO3)2]}∞<|>5,EDEYES,10.1021/ic070194k
[Co2(bpm)(H2O)2(CO3)(OH)]NO3·4H2O<|>compound 1,HOKGUJ,10.1021/ic981323n
[H3NCH2CH2NH3]2[Fe4O(PO4)4]·H2O<|>compound 1<|>1,SINVAM,10.1021/cm970125b
Fe-soc-MOF-1a<|>compound 1a,IZENUY,10.1021/acs.chemmater.6b02817
{[Ni2(DBIBA)3]·(BF4)·6H2O}<|>compound 1<|>1,YOYPEJ,10.1021/cg501279y
{[Ni2(DBIBA)3]·(ClO4)·3H2O}<|>compound 2<|>2,YOYNUX,10.1021/cg501279y
{[Ni2(DBIBA)3]·(NO3)·3H2O}<|>compound 3<|>3,YOYPAF,10.1021/cg501279y
{[Co2(DBIBA)3]·(ClO4)·3H2O}<|>compound 5<|>5,YOYPIN,10.1021/cg501279y
{[Co2(DBIBA)3]·(NO3)·3H2O}<|>compound 6<|>6,YOYPOT,10.1021/cg501279y
{[Co2(DBIBA)3]·Cl·3C2H5OH}<|>compound 7<|>7,YOYPUZ,10.1021/cg501279y
{[Co2(DBIBA)3]·Cl·3DMF}<|>compound 8<|>8,YOYQAG,10.1021/cg501279y
{[Co2(DBIBA)3]·Cl·3CH3COCH3·7H2O}<|>compound 9<|>9,YOYQEK,10.1021/cg501279y
{[Mn2(DBIBA)3]·Cl·3DMF·3H2O}<|>compound 10<|>10,YOYQIO,10.1021/cg501279y
C28H36N2O20U3<|>Complex 7,RORRIB,10.1021/cg500828s
[Cu(L3)2(bpetha)]n<|>compound 3,LIFLUI,10.1021/cg060616l
{[Cu(L2)2(bpetha)]·5H2O}n<|>compound 2,LIFLOC,10.1021/cg060616l
"CuCl2(1,4-btzb)<|>Compound 1",SOCCET,10.1021/cg700778b
"CuBr2(1,4-btzb)<|>Compound 2",SOCCIX,10.1021/cg700778b
"Cd(SCN)2(1,4-btzb)<|>Compound 3",SOCCOD,10.1021/cg700778b
"Cd(SCN)2(1,2-btze)<|>Compound 4",SOCCUJ,10.1021/cg700778b
"Ni(SCN)2(1,2-btze)2<|>Compound 7",SOCDIY,10.1021/cg700778b
"UO2(4,4′-bpdc)<|>compound 2",HEBLEH,10.1021/cg300853f
"UO2(1,3-bdc)<|>compound 4",HEBLOR,10.1021/cg300853f
{[Mn4(OH)2(H2O)10][(Cu6(mna)6]·8H2O}<|>compound 2,WOHQAN,10.1021/cg500632d
[Fe2(H2O)2(BTC)4/3]Cl·4.5(DMF)<|>compound 1,NINVAI,10.1021/ic062273m
[{Zn4(μ3-OH)2(rctt-tpcb)(suc)3}·2CH3OH·4H2O]<|>compound 2IR,PUMCEI,10.1021/acs.inorgchem.0c00932
[Cu(PO4H2)(C11H7N2O2)]<|>compound 1,QIYYAZ,10.1021/ic701137d
Ag2(HL2)<|>complex 6,KAWPEF,10.1021/ic201589p
Ag2(HL3)<|>complex 8,KAWPIJ,10.1021/ic201589p
Ag3(L3)(NH3)3<|>complex 7,KAWPOP,10.1021/ic201589p
Ag2(HL1)(H2O)2<|>complex 3,KAWNUT,10.1021/ic201589p
[Sm2(ADB)3(DMSO)4·6DMSO·8H2O]<|>compound 8,ALUKOI,10.1021/ic902194g
[Eu2(ADB)3(DMSO)4·6DMSO·8H2O]<|>compound 9,ALUKUO,10.1021/ic902194g
[Dy2(BDC)3(DMF)2(H2O)2]<|>compound 5,ALUKAU,10.1021/ic902194g
[Gd2(ADB)3(DMSO)4·6DMSO·8H2O]<|>compound 10,ALULAV,10.1021/ic902194g
[Ce2(ADB)3(DMSO)4·6DMSO·8H2O]<|>compound 7,ALUKIC,10.1021/ic902194g
[Ce3(ADB)3(HADB)3]·30DMSO·29H2O<|>compound 11,ALULEZ,10.1021/ic902194g
[Ce2(ADB)3(H2O)3]<|>compound 12,ALULID,10.1021/ic902194g
Co(H2O)2(phda)<|>compound 1,HUBHAO,10.1021/ic9004483
Co(phda)<|>compound 2,HUBHES,10.1021/ic9004483
CPO-68-Mn,RUZCAS,10.1021/acs.cgd.5b01302
CPO-68-Co,RUZCEW,10.1021/acs.cgd.5b01302
CPO-69-Cd,RUZCOG,10.1021/acs.cgd.5b01302
CPO-68-Zn,RUZBUL,10.1021/acs.cgd.5b01302
MIL-140C<|>MIL-140C_0<|>MIL-140C_0.1<|>MIL-140C_0.5<|>MIL-140C_1,ZOGROF,10.1021/acs.inorgchem.9b00388
Zn(INH)(succ)<|>compound 1,MAWPOS,10.1021/acs.cgd.7b00251
Zn(INH)(fum)<|>compound 2,MAWQEJ,10.1021/acs.cgd.7b00251
Zn(INH)(bdc)<|>compound 3,MAWPUY,10.1021/acs.cgd.7b00251
Ag2(pz)(bdc)·H2O<|>compound 1<|>1@298 K,TAJXIO01,10.1021/acs.inorgchem.5b02200
{[CuII(btz)]·0.5H2O}(n1)<|>1a<|>1,CAYDEN,10.1021/ic2023105
{[CuII(btz)]·0.5I2}(n1′·0.5I)<|>1′·0.5I,CAYDUD,10.1021/ic2023105
Cu2IICuI2(btz)2<|>2,CAYFAL,10.1021/ic2023105
C6H9N8O1.5Cu<|>1b,CAYDIR,10.1021/ic2023105
[Au2LCl1-Ph2]∞(3)<|>complex 3,KOBZOR,10.1021/ic701275k
[Au2LCl2-Ph2]∞(2)<|>complex 2,PTECAU01,10.1021/ic701275k
[Au2LCl3-Ph2]∞(4a)<|>complex 4a,KOBZUX01,10.1021/ic701275k
{Nd(ptaH)1/2ox)·6H2O}(n1)<|>Compound 1,EBAMUQ,10.1021/ic0495618
[Gd(azdc)(HCOO)]<|>1,CUHYUB,10.1021/acs.inorgchem.5b00797
[Tb(azdc)(HCOO)]<|>2,CUJCIV,10.1021/acs.inorgchem.5b00797
{[Ni2(L)­(bmp)2­(H2O)]·7H2O}<|>complex 4,SUTJIC,10.1021/acs.cgd.5b00757
{[Ni2(L)­(dpp)2­(H2O)]·4H2O}<|>complex 2,JUMZUO,10.1021/acs.cgd.5b00757
{[Ni­(L)0.5­(pbib)1.5]·2H2O}<|>complex 5,SUTJAU,10.1021/acs.cgd.5b00757
(C4N2H12)3[Sm3(OH)(SO4)7]<|>compound 1,QEZYUR,10.1021/ic3027682
(C4N2H12)3[Eu3(OH)(SO4)7]<|>compound 2,QEZZAY,10.1021/ic3027682
(C4N2H12)3[Tb3(OH)(SO4)7]<|>compound 3,QEZZEC,10.1021/ic3027682
Mn2(TTFTB),ROYMEZ,10.1021/ja512437u
{[Ag2(L)12(NDS)]·3H2O}<|>compound 1,YOTVUA,10.1021/cg500898c
[Ag(μ-aba)(μ-PTA)]·3nnH2O<|>Compound 3,ARODOB,10.1021/cg101058x
[Ag2(μ4-tpa)(μ-PTA)2]·2nnH2O<|>Compound 4,ARODUH,10.1021/cg101058x
MIL-91(Al)<|>AlOH(H2L)·nH2O,IVEQEG,10.1021/cm052149l
[In2(OH)2(TBAPy)]·(guests)<|>1<|>1′<|>1a,XAJQAC,10.1021/ja906041f
{[Zn(FcCOO)2(bpt)]·2.5H2O}<|>compound 4,TADZEE,10.1021/ic034031h
{Fe(3-Clpy)2[Ag(CN)2]2}<|>compound 2,RIRBIE01,10.1021/ic700607x
[α-ZnTe(en)1/2]<|>I,QOBHEU,10.1021/ja002224n
[β-ZnTe(en)1/2]<|>II,QOBHEU01,10.1021/ja002224n
ZnTe(pda)1/2<|>III,QOBHIY,10.1021/ja002224n
[H3N(CH2)2NH3][V4O4(OH)2(H2O){O3P(CH2)5PO3}2]·H2O<|>5,OCUSIP,10.1021/ic0517422
[H3N(CH2)5NH3][V3O3{O3P(CH2)2PO3}2]<|>7,OCUTAI,10.1021/ic0517422
[H2N(CH2CH2)2NH2][V2O2{O3P(CH2)nPO3H}2]<|>6a<|>6b<|>6c,OCURAG,10.1021/ic0517422
[V2O2(H2O){O3P(CH2)6PO3}]<|>2,OCUPUY,10.1021/ic0517422
{[Cu3(SO4)2(5-DTM–H)2(H2O)4(5-DTM)2]·2H2O}∞<|>compound 9,SAVPAJ,10.1021/acs.inorgchem.7b00432
ZJU-30<|>[Cu2L(H2O)2]·(DMF)6·H2O,KIJRUS,10.1021/cg400164m
ZJU-199<|>ZJU-199a,AYOQEM,10.1021/acs.cgd.6b01382
ZnAA<|>C6H8O4Zn,CAKLOR,10.1021/ja204481w
[Zn2-1]<|>m-phthalic diamide-linked zinc bisporphyrinate,JOBGIS,10.1021/ic401949e
"(2,2‘-bipy)VSeO4<|>compound 2",BEGFUP,10.1021/ic030165j
"(4,4‘-bipy)V2Se2O8<|>compound 3",BEGFEZ,10.1021/ic030165j
[Tb(HL)(H2O)3]·H2O<|>compound 1,SERTAN,10.1021/acs.cgd.7b01565
[Yb(HL)(H2O)3]·H2O<|>compound 6,SERSUG,10.1021/acs.cgd.7b01565
[Er(HL)(H2O)3]·H2O<|>compound 4,LOZXAB01,10.1021/acs.cgd.7b01565
[Tm(HL)(H2O)3]·H2O<|>compound 5,SESBOK,10.1021/acs.cgd.7b01565
compound 3,WISWIH,10.1021/acs.inorgchem.8b02519
Ba3[(VO)2(C2O4)5(H2O)6]·(H2O)3<|>Compound 1,YOTRUW,10.1021/cg500888u
Ba3[(VO)2(C2O4)5(H2O)4]·(H2O)2<|>Compound 2,YOTSAD,10.1021/cg500888u
[Co2(pm)(H2O)4]n·2nH2O<|>compound 2,IGAHED,10.1021/ic020065y
2[C3H7NH3]+[Zn2(C2O4)3]2-·3H2O<|>II,SEYQIW,10.1021/cm990434x
"[Cd(H2biim)(1,3-bdc)]2<|>complex 2",DASCIK,10.1021/cg049742k
TbOHCO3<|>TbODCO3,NILCAP,10.1021/acs.inorgchem.8b01549
[Zn2(H2O)(μ3-trz)2(μ2-ox)]<|>compound 4,WUKSEC,10.1021/ic503032g
(UO2)2(H2O)2(btec)·H2O<|>compound 1,YAQZUN,10.1021/cg201509v
Gd(Hnica)(H2O)2SO4<|>Complex 3,WOMJUE,10.1021/ic800623v
1<|>compound 1,NADCUS,10.1021/ic1009303
Cu(L1)2<|>Compound 2,ODIVAZ,10.1021/cg060583+
[Cu(L1)]Cl2·2(H2O)<|>Compound 3,ODIVED,10.1021/cg060583+
Cd(L1)2<|>Compound 1,ODITUR,10.1021/cg060583+
[Co(L2)2]·H2O<|>Compound 6,ODIVUT,10.1021/cg060583+
FJI-C2,QALHIX,10.1021/acs.inorgchem.6b00019
C7H12AgN4O2·NO3<|>silver complex,IGURAE,10.1021/jp810170p
"Ag(L3l,5g1)(OTf)<|>Compound 1<|>1",DIVPUU,10.1021/ic701412q
Ag(L1)(PF6)<|>Compound 2<|>2,DIVQAB,10.1021/ic701412q
"[CoIII(3,5-DBCat)(3,5-DBSq)(azpy)]·2CH3CN·2H2O<|>2·S",DOTYUI01,10.1021/ic502471v
"[CoIII(3,5-DBCat)(3,5-DBSq)(bpe)]·2CH3CN·2H2O<|>1·S",DOTZIX,10.1021/ic502471v
[H2en]3[V7O6F4(OH)2{O3P(CH2)2PO3}4]·7H2O<|>compound 4·7H2O,PENYIR,10.1021/ic0604462
Cd(CN)5/3(OH)1/3.1/3(C6H12N4)<|>Cd(CN)2.1/3(C6H12N4),VISTOG,10.1021/ja00008a037
Cd(CN)2.2/3H2O.tBuOH,KECRAL10,10.1021/ja00008a037
not provided,VISTUM,10.1021/ja00008a037
[(MnIIT3PyP)2·(MnIVCl2T3PyP)·MnIIICl3·MnIICl2]·MnII(DMF)2T3PyP<|>compound 6,ENIXUV,10.1021/cg1008973
MFM-300(Ga2)<|>MFM-300(Ga2)-solv,TAKTEH,10.1021/acs.inorgchem.5b02108
Fe4O2(BTB)8/3(DMF)2(H2O)2·(DMF)10(H2O)2<|>compound 1,TISHAF,10.1021/cg070640e
{Fe(3CNpy)2[Cu(3CNpy)(μ-CN)2]2}<|>compound 1<|>1,VEHHOG01,10.1021/ic060247i
α-ZnHPO3·N4C2H4<|>α-polymorph,QIVMOX01,10.1021/ic000723j
β-ZnHPO3·N4C2H4<|>β-polymorph,QIVMOX,10.1021/ic000723j
Zn4O[(BPDC–OH)2BPDC]<|>3m,SERCEZ,10.1021/ic302010e
Sm(O3P−C2H4−SO3)(H2O)<|>compound 5,JISSEK,10.1021/ic7009397
[Ni4(dpa)4(pyz)4(H2O)8]·11H2O<|>Compound 1<|>[Ni4(dpa)4(pyz)4],TISGUY,10.1021/cg070602v
"[UO2(t-1,4-chdc)]<|>compound 2",BEKMAI,10.1021/acs.inorgchem.7b02176
[Mn(bpy)(H2O)(C4H4O4)]·0.5bpy<|>Compound 1,EVOMOR01,10.1021/ic0301268
Mn(bpy)(C5H6O4)<|>Compound 2,AYALUH,10.1021/ic0301268
[Ag(μ2-SC5H4NH)Cl]n<|>2,DAHJUR,10.1021/ic980367t
"Zn(1,4-bimb)(d-ca)<|>Compound 4",MUZQII,10.1021/cg1000107
"Cu(3,4′-bpdc)(H2O)·DMF·2H2O<|>Compound 1<|>1",MOYYEF,10.1021/cg801026y
"Cu(3,4′-bpdc)(H2O)·2DMF·4.5H2O<|>Compound 2<|>2",MOYYIJ,10.1021/cg801026y
1<|>phase 1,MIFGEP01,10.1021/cg301476p
2<|>phase 2,MIFGEP,10.1021/cg301476p
{[Ni2(adip)(bpp)(H2O)2]·2H2O}(n4),OVIZUP,10.1021/cg200511q
{[Ni3(Hadip)2(bpy)2(H2O)4]·9H2O}(n2),OVIZID,10.1021/cg200511q
{[Ni8(adip)4(bpy)(H2O)18]·10H2O}(n3),OVIZOJ,10.1021/cg200511q
Co/Zn-BTEC<|>[CoZn(BTEC)(DMF)(DMSO)],EGATOW,10.1021/ic8007427
Co/Zn-MOF-39<|>Co/Zn-MOF-39,EGATEM,10.1021/ic8007427
Co/Zn-MOF-4<|>Co/Zn-MOF-4,EGATAI,10.1021/ic8007427
Ni/Zn-MOF-39<|>Ni/Zn-MOF-39,EGATIQ,10.1021/ic8007427
[Cd­(PBA)­(DMF)]·DMF<|>Cd-PBA,FEYPUX,10.1021/acs.cgd.7b01728
MODF-1,QUSBIP,10.1021/ja011692+
"[{[(nBu)2Sn(2,5-pdc)]·3MeOH·H2O}]<|>2-MeOH",FIVYUF,10.1021/ja0437095
"[{[Me2Sn(2,5-pdc)(H2O)]·EtOH}]<|>1-H2O",FIVYOZ,10.1021/ja0437095
Cu2[(O3PC4H8PO3)(H2O)2]·2H2O<|>compound 1,AHOKIR,10.1021/cm010651+
Cu2[(O3PC5H10PO3)(H2O)2]·2.8H2O<|>compound 2,AHOKOX,10.1021/cm010651+
CPM-201,TAGVAB,10.1021/acs.cgd.5b01297
CPM-202,TAGTED,10.1021/acs.cgd.5b01297
CPM-203,TAGTIH,10.1021/acs.cgd.5b01297
CPM-205,TAGTUT,10.1021/acs.cgd.5b01297
[CuCl2(4bpytm)]·2dmf<|>4.dmf,UMUYEH,10.1021/cg1004566
[CuCl2(4bpytm)]·2dmso<|>4.dmso,UMUYIL,10.1021/cg1004566
Zn(S2CC6H4CS2)(DMF)2<|>compound 1<|>1,VIRJOW,10.1021/ic701414v
[Ni(dap)2]{[Ni1.5(dap)1.5(H2O)3][Ni6(μ3-OH)3(dap)2(en)(H2O){O2C(CH2)2CO2}0.5(CH3COO)(P2W15O56)]}·15H2O<|>compound 2,DOTYES,10.1021/ic502321v
CPM-200-In/Co,VALWUD,10.1021/jacs.5b13491
CPM-200-In/Mn,VALXEO,10.1021/jacs.5b13491
CPM-200-In/Mg,VALXAK,10.1021/jacs.5b13491
CPM-200-In/Ni,VALXIS,10.1021/jacs.5b13491
CPM-200-V/Mg,VALXOY,10.1021/jacs.5b13491
MIL-53(Fe)[o-xylene]<|>MIL-53(Fe) o-xylene clathrate,SETQEP,10.1021/cm301242d
MIL-53(Fe)[m-xylene]<|>MIL-53(Fe) m-xylene clathrate,SETQAL,10.1021/cm301242d
MIL-53(Fe)[p-xylene]<|>MIL-53(Fe) p-xylene clathrate,SETRAM,10.1021/cm301242d
Co2(BPTC)(H2O)(DMF)2<|>MOF-502,FEYJOJ,10.1021/ic048612y
1<|>compound 1,REHRAY,10.1021/ja060856p
K2Sn2(bdc)3<|>compound 3,CUZJIR,10.1021/cg100049s
Rb2Sn2(bdc)3<|>compound 4,CUZJOX,10.1021/cg100049s
Not provided,AWAWUR,10.1021/cg200043a
Fe2(C2O4)3·4H2O,UGOKUY,10.1021/cm5043149
Cr MIL-53<|>MIL-53 deuterium,LURLOB,10.1021/jp102463p
Cu(pinH2)2<|>Compound 2,KOBGEO,10.1021/cg700673x
{[Cd­(azbpy)­(msuc)]·2.5­(H2O)}(n2)<|>compound 2,TELTOW,10.1021/acs.inorgchem.7b02435
{[Cd­(azbpy)­(mglu)]·5­(H2O)}(n3)<|>compound 3,TELTUC,10.1021/acs.inorgchem.7b02435
[Cu(tz)]∞<|>compound 12,TALKIB,10.1021/ja042222t
[Ag(tz)]∞<|>compound 12·Ag,TALKOH,10.1021/ja042222t
Zn­(μ4-tdc)­(μ-pbmeix)0.5<|>Complex 4,FIQYOV01,10.1021/acs.cgd.5b00276
[H3O]2[Cu(H2O)]2[(UO2)3(PO3C6H4CO2)4]·3H2O<|>UCuCPPE-2,UBOGAV,10.1021/cg200978y
[UO2(thd)(NMP)]<|>compound 2,SOKWAS,10.1021/cg4018163
[UO2(thd)(NMP)]<|>compound 3,SOKWAS01,10.1021/cg4018163
[UO2(bta)(NMP)]<|>compound 6,SOKWUM,10.1021/cg4018163
Eu(BDC)(NO3)(DMF)2<|>compound 1LT<|>compound 1HT,LUYSEF,10.1021/acs.inorgchem.5b01311
{(2)2Zn2}­{Na2(H2O)13}·7H2O<|>Network 5,KUTRUO,10.1021/acs.cgd.5b00697
[Ni3(btc)2(bipy)3(H2O)2]·xDMF<|>1<|>compound 1,NAWWOA,10.1021/acs.cgd.7b00321
[Ni3(btc)2(pz)3(H2O)2]<|>2<|>compound 2,NAWWUG,10.1021/acs.cgd.7b00321
Cu(mipt)(H2O)2<|>complex 1<|>1,MIJSII,10.1021/ja071662s
[(Eu2(TDC)3(CH3OH)2·(CH3OH)]<|>compound 1,HOXKIP,10.1021/cg800531y
[(Yb2(TDC)3(DMF)(H2O)·(CH3CH2OH)]<|>compound 2,HOXKUB,10.1021/cg800531y
[(Tb2(TDC)3(H2O)4]<|>compound 3,HOXKOV,10.1021/cg800531y
ZJU-56-0.20<|>crystal ZJU-56-0.20,WUGQAS,10.1021/ja512552g
ZJU-56,WUGPUL,10.1021/ja512552g
{Cd(ndc)(bpp)23}∞(6)<|>Complex 6,UNIPEN,10.1021/cg100645p
{Cd(ndc)(abp)(H2O)}∞(5)<|>Complex 5,UNIPAJ,10.1021/cg100645p
{Cd(ndc)(4bpy)0.5(H2O)2}∞(4)<|>Complex 4,UNINUB,10.1021/cg100645p
[Cd2(ndc)2(phen)2]∞(3)<|>Complex 3,UNINOV,10.1021/cg100645p
[Cd(ndc)]∞(1)<|>Complex 1,UNINEL,10.1021/cg100645p
{[Mn4O­(Me-salox)3(N3)3(dpp)1.5]·1.5Et2O}<|>compound 2<|>2·1.5Et2O,VERPOZ,10.1021/ic3014333
Co5(L)6(OH)2(NO3)2·2H2O<|>complex 2,KIPZEQ,10.1021/cg4002626
CoL(HCO2)<|>complex 3,KIPZIU,10.1021/cg4002626
[Pr3(HL)(C2O4)4(H2O)4]·2H2O<|>Compound 1,FUFNAW,10.1021/cg8013128
[Nd3(HL)(C2O4)4(H2O)4]·2H2O<|>Compound 2,FUFNEA,10.1021/cg8013128
[Sm3(HL)(C2O4)4(H2O)4]·2H2O<|>Compound 3,FUFNIE,10.1021/cg8013128
"Fe(1,2,3-triazolate)2<|>Fe(tri)2",UFOBAV,10.1021/jacs.8b03696
{[Ag(L)(CO2CF3)]2}∞(5)<|>complex 5,OSEWOZ,10.1021/cg101490a
Zn2(L3)<|>complex 8,MIPPEI,10.1021/ic400751n
Zn2(L3)<|>complex 9,MIPPIM,10.1021/ic400751n
Ag2(L3)<|>complex 1,MIPQAF,10.1021/ic400751n
"{La(Ben)3(4,4′-BPNO)(H2O)2}·HBen<|>complex 4",OTAVOV,10.1021/cg101432k
"{Gd(Ben)3(4,4′-BPNO)(H2O)2}·HBen<|>complex 6",OTAVAH,10.1021/cg101432k
"{Eu(Ben)3(4,4′-BPNO)(H2O)2}·HBen<|>complex 5",OTAVUB,10.1021/cg101432k
"{Tb(Ben)3(4,4′-BPNO)(H2O)2}·HBen<|>complex 7",OTATOT,10.1021/cg101432k
"{La(Ben)3(H2O)2}·(4,4′-BPNO)0.5·HBen·DMF<|>complex 1",OTAVEL,10.1021/cg101432k
α-[Cu(4-pytz)]<|>1,PEFDEK01,10.1021/cg050453l
[Zn2(IBC)(BTC)(H2O)]·H2O<|>compound 1<|>complex 1,CUNVAJ,10.1021/cg900613p
[CdCo(IBC)(BTC)(H2O)]<|>compound 2<|>complex 2,CUNVEN,10.1021/cg900613p
{[Nd(Hcpna)(cpna)(H2O)2]·3H2O}<|>compound 8,PEFVIH,10.1021/cg300442b
Cd(cpna)(H2O)<|>compound 2,PEFVUT,10.1021/cg300442b
{[Pr(Hcpna)(cpna)(phen)]·2H2O}<|>compound 9,PEFVON,10.1021/cg300442b
Cu2I2(SNS)<|>4,SOPDAD,10.1021/ic801690v
[Co(DpyDtolP)]6·12H2O<|>I<|>I_after BET<|>I_250dried<|>I_CO2_195 K,HAGTIV,10.1021/cg501324r
I_I<|>I_I2,KOZSOJ,10.1021/cg501324r
Hg(BTZPX)<|>Hg­(BTZPX),IXIREO,10.1021/acs.cgd.6b01056
Ag2(BTZPX)<|>Ag2(BTZPX),IXIROY,10.1021/acs.cgd.6b01056
{[Zn3(L)2(dpta)­(DMF)]­·18DMF·3H2O}<|>n1<|>1,ASINAT,10.1021/acs.cgd.6b00795
{[Zn3(L)2(dpta)­(DMF)]­·14DMF­·3H2O}<|>n2<|>2,ASINEX,10.1021/acs.cgd.6b00795
{[Cu3(L)2(dpta)­(DMF)]­·16DMF­·4H2O}<|>n2<|>Cu2,ASINIB,10.1021/acs.cgd.6b00795
[NBu4]0.5Cd­[Ag­(CN)2]2.5<|>compound 2,ELUZES,10.1021/jacs.5b13446
